hcp_id,hcp_name,city,specialty,loyalty_tier,potential_score,visits_per_month,post_visit_rx_lift_pct,priority_bucket,coverage_flag,assigned_rep_id,assigned_rep_name
632,Tripti Bajwa,Pune,Cardiologist,Brand_Loyal,74,3.61,2.5725,Priority B,Appropriately-covered,105,Prisha Andra
633,Anirudh Kunda,Jaipur,Diabetologist,Switcher,50,4.72,0.8228571428571428,Priority D,Appropriately-covered,21,Ekbal Garg
634,Mitali Oza,Kochi,GP,Competitor_Loyal,64,7.22,7.585,Priority B,Appropriately-covered,66,Ikbal Kothari
635,Jonathan Sama,Delhi,Cardiologist,Competitor_Loyal,65,2.22,-2.1683333333333334,Priority B,Appropriately-covered,2,Udant Dewan
636,Maya Wadhwa,Bangalore,Cardiologist,Competitor_Loyal,38,1.83,-6.558181818181819,Priority D,Appropriately-covered,42,Kashvi Edwin
637,Raghav Shankar,Ahmedabad,Diabetologist,Brand_Loyal,76,4.5,-1.9014285714285712,Priority B,Appropriately-covered,113,Nitara Bakshi
638,Azad Rama,Mumbai,Diabetologist,Switcher,69,1.78,0.4753846153846159,Priority B,Appropriately-covered,99,Baghyawati Kade
639,Jatin Sha,Delhi,Diabetologist,Competitor_Loyal,60,2.39,12.918181818181818,Priority B,Appropriately-covered,2,Udant Dewan
640,Teerth Oommen,Bhubaneswar,Cardiologist,Competitor_Loyal,41,6.83,9.2375,Priority D,Over-covered,87,Advika Jayaraman
641,Lajita Bassi,Mumbai,GP,Switcher,54,2.17,10.41,Priority D,Appropriately-covered,97,Krish Lalla
642,Oviya Krishnan,Delhi,Diabetologist,Brand_Loyal,91,2.17,-3.8975,Priority B,Appropriately-covered,5,Viraj Tiwari
643,Faqid Oak,Bangalore,GP,Brand_Loyal,95,2.83,-2.159090909090909,Priority B,Appropriately-covered,42,Kashvi Edwin
644,Ojasvi Savant,Ahmedabad,Cardiologist,Competitor_Loyal,50,3.33,3.864285714285715,Priority D,Appropriately-covered,110,Shivansh Krish
645,Vanya Kadakia,Ahmedabad,GP,Switcher,62,2.0,38.21571428571429,Priority A,Appropriately-covered,116,Lavanya Barad
646,Pranav Edwin,Mumbai,Cardiologist,Brand_Loyal,62,1.06,-4.701428571428572,Priority B,Appropriately-covered,93,Kevin Palla
647,Dev Choudhry,Jaipur,GP,Brand_Loyal,38,3.67,-9.107142857142858,Priority D,Over-covered,21,Ekbal Garg
648,Gaurav Kata,Bangalore,Diabetologist,Switcher,68,1.83,-3.499,Priority B,Appropriately-covered,35,Upadhriti Wadhwa
649,Samesh Mutti,Kolkata,Diabetologist,Switcher,57,2.0,-5.6579999999999995,Priority D,Appropriately-covered,78,Mohammed Gupta
650,Ikbal Gill,Kolkata,GP,Brand_Loyal,55,2.11,-4.9781818181818185,Priority D,Appropriately-covered,75,Nitesh Raghavan
651,Nachiket Sharma,Mumbai,Cardiologist,Switcher,62,1.33,8.404545454545454,Priority B,Appropriately-covered,90,Diya Bora
652,Jagdish Brar,Kolkata,GP,Competitor_Loyal,60,2.44,4.191818181818181,Priority B,Appropriately-covered,73,Niharika Sunder
653,Dakshesh Kalla,Pune,Cardiologist,Switcher,63,2.72,3.40375,Priority B,Appropriately-covered,107,Kala Divan
654,Urvi Deo,Hyderabad,Cardiologist,Switcher,56,1.83,3.6177777777777766,Priority D,Appropriately-covered,58,Ekavir Varkey
655,Oliver Kakar,Hyderabad,Diabetologist,Switcher,21,1.67,55.355,Priority C,Appropriately-covered,59,Arya Sunder
656,Shravya Singhal,Delhi,Diabetologist,Competitor_Loyal,82,2.39,0.6991666666666667,Priority B,Appropriately-covered,11,Lajita Chatterjee
657,Nidra Dani,Pune,GP,Switcher,64,3.72,-2.5825000000000005,Priority B,Appropriately-covered,107,Kala Divan
658,Joshua Trivedi,Mumbai,GP,Competitor_Loyal,54,1.89,-1.8436363636363635,Priority D,Appropriately-covered,92,Tanay Toor
659,Amara Narayan,Bangalore,Cardiologist,Switcher,71,1.78,-11.074000000000002,Priority B,Appropriately-covered,40,Yashica Cherian
660,Ganga Gaba,Bangalore,GP,Competitor_Loyal,60,1.83,-1.575,Priority B,Appropriately-covered,39,Aarush Lall
661,Gayathri Balakrishnan,Delhi,Cardiologist,Switcher,46,1.5,18.665,Priority C,Appropriately-covered,6,Rushil Saini
662,Hamsini Subramanian,Hyderabad,GP,Switcher,79,3.06,9.198888888888888,Priority B,Appropriately-covered,59,Arya Sunder
663,Unni Borra,Pune,GP,Switcher,69,3.06,-0.6062500000000002,Priority B,Appropriately-covered,107,Kala Divan
664,Urvashi Kulkarni,Jaipur,Cardiologist,Switcher,45,4.56,3.899999999999999,Priority D,Over-covered,21,Ekbal Garg
665,Chaaya Saha,Ahmedabad,Diabetologist,Switcher,38,2.33,0.2871428571428568,Priority D,Appropriately-covered,112,Warjas Gaba
666,Shivani Rajagopalan,Mumbai,GP,Competitor_Loyal,71,2.61,21.93769230769231,Priority A,Appropriately-covered,93,Kevin Palla
667,Harini Mammen,Delhi,Diabetologist,Brand_Loyal,73,2.28,12.818333333333332,Priority B,Appropriately-covered,10,Gayathri Chaudry
668,Baljiwan Gole,Pune,GP,Brand_Loyal,79,3.39,-1.6012500000000005,Priority B,Appropriately-covered,103,Aarush Nath
669,Andrew Patil,Lucknow,GP,Switcher,71,4.56,8.2725,Priority B,Appropriately-covered,18,Lajita Mall
670,Lekha Gupta,Delhi,GP,Switcher,48,1.56,19.426363636363636,Priority C,Appropriately-covered,3,Gagan Sami
671,Mitali Kamdar,Chennai,Cardiologist,Switcher,52,2.33,6.481999999999999,Priority D,Appropriately-covered,54,Devansh Nigam
672,Advik Mane,Ahmedabad,GP,Switcher,18,1.67,16.48,Priority C,Appropriately-covered,113,Nitara Bakshi
673,Naveen Borde,Hyderabad,Diabetologist,Brand_Loyal,81,2.56,-1.9499999999999995,Priority B,Appropriately-covered,60,Kevin Solanki
674,Ayushman Mand,Chennai,Cardiologist,Switcher,43,2.28,-2.1950000000000003,Priority D,Appropriately-covered,52,Raksha Varughese
675,Arin Chana,Bangalore,Diabetologist,Competitor_Loyal,67,1.44,2.378,Priority B,Appropriately-covered,37,Harini Choudhury
676,Ikshita Mahal,Bangalore,GP,Competitor_Loyal,54,1.39,27.970909090909092,Priority C,Appropriately-covered,34,Devansh Rajan
677,Rohan Viswanathan,Mumbai,Diabetologist,Brand_Loyal,76,1.89,-10.437,Priority B,Appropriately-covered,94,Yash Pingle
678,Xiti Pandya,Lucknow,GP,Switcher,41,3.83,3.64625,Priority D,Over-covered,14,Kritika Brar
679,Mohini Soni,Pune,GP,Competitor_Loyal,60,3.0,-2.6812500000000004,Priority B,Appropriately-covered,102,Pallavi Malhotra
680,Upkaar Reddy,Indore,GP,Switcher,38,4.44,-0.2299999999999995,Priority D,Over-covered,119,Udant Bajwa
681,Turvi Devan,Ahmedabad,Diabetologist,Brand_Loyal,69,3.56,0.3242857142857142,Priority B,Appropriately-covered,110,Shivansh Krish
682,Aarush Rajagopalan,Pune,Diabetologist,Brand_Loyal,56,2.89,-0.3337499999999997,Priority D,Appropriately-covered,108,Joshua Barman
683,Orinder Mishra,Chennai,Cardiologist,Competitor_Loyal,42,1.94,-2.0170000000000017,Priority D,Appropriately-covered,48,Kabir Soman
684,Nimrat Nagy,Mumbai,Cardiologist,Switcher,56,1.83,-2.016666666666666,Priority D,Appropriately-covered,101,Zayan Behl
685,Chaitaly Mann,Mumbai,Cardiologist,Switcher,36,1.5,98.70833333333331,Priority C,Appropriately-covered,92,Tanay Toor
686,Ekani Iyer,Mumbai,Cardiologist,Switcher,70,2.11,4.73,Priority B,Appropriately-covered,89,Karan Mital
687,Isha Ghose,Chennai,Diabetologist,Competitor_Loyal,50,1.5,1.691111111111111,Priority D,Appropriately-covered,53,Jai Kota
688,Baghyawati Mishra,Hyderabad,GP,Switcher,71,2.28,-0.0377777777777773,Priority B,Appropriately-covered,55,Victor Kannan
689,Netra Sachar,Kochi,GP,Competitor_Loyal,38,5.06,2.891666666666667,Priority D,Over-covered,67,Ranveer Yadav
690,Dhruv Soman,Mumbai,GP,Competitor_Loyal,67,2.56,3.3483333333333327,Priority B,Appropriately-covered,94,Yash Pingle
691,Krisha Narasimhan,Lucknow,GP,Brand_Loyal,63,5.22,0.4300000000000001,Priority B,Appropriately-covered,19,Janya Gaba
692,Kamala Varma,Chandigarh,Diabetologist,Switcher,58,9.94,3.390000000000001,Priority D,Appropriately-covered,30,Priya Rastogi
693,Yug Malhotra,Chennai,Diabetologist,Switcher,59,2.06,-1.7760000000000002,Priority D,Appropriately-covered,46,Farhan Chada
694,Yashasvi Singh,Kochi,Cardiologist,Switcher,33,5.22,-4.176666666666667,Priority D,Over-covered,69,Arya Shere
695,Gagan Menon,Hyderabad,Diabetologist,Switcher,37,2.0,3.51,Priority D,Appropriately-covered,56,Ekavir Bhargava
696,Harita Randhawa,Mumbai,GP,Brand_Loyal,46,1.83,-2.0,Priority D,Appropriately-covered,95,Nakul Sarma
697,Ayush Batra,Delhi,Diabetologist,Switcher,53,1.78,1.6609090909090902,Priority D,Appropriately-covered,9,Arunima Dugal
698,Garima Patel,Kolkata,GP,Switcher,49,1.11,4.390000000000001,Priority D,Appropriately-covered,80,Dipta Bhandari
699,Ijaya Pandey,Chennai,Diabetologist,Brand_Loyal,100,2.39,4.263,Priority B,Appropriately-covered,53,Jai Kota
700,Frederick Khurana,Delhi,GP,Brand_Loyal,48,1.44,9.927272727272728,Priority D,Appropriately-covered,1,Aryan Maharaj
701,Triya Ganesan,Mumbai,GP,Switcher,73,2.06,5.6925,Priority B,Appropriately-covered,90,Diya Bora
702,Isaiah Srinivas,Ahmedabad,GP,Competitor_Loyal,23,1.67,1.9842857142857144,Priority D,Appropriately-covered,112,Warjas Gaba
703,Aishani Pau,Bangalore,Diabetologist,Switcher,27,1.11,15.367,Priority C,Appropriately-covered,43,Ekiya Suresh
704,Indrajit Shroff,Pune,Diabetologist,Switcher,59,3.56,2.505,Priority D,Appropriately-covered,107,Kala Divan
705,Triya Gopal,Delhi,Diabetologist,Competitor_Loyal,71,2.22,0.4329999999999998,Priority B,Appropriately-covered,7,Saumya Mall
706,Ekalinga Rama,Mumbai,Cardiologist,Competitor_Loyal,93,2.39,17.737692307692306,Priority A,Appropriately-covered,91,Tara Chaudhry
707,Rachit Sankar,Bangalore,Diabetologist,Brand_Loyal,95,2.61,-0.720909090909091,Priority B,Appropriately-covered,35,Upadhriti Wadhwa
708,Garima Sani,Bangalore,Diabetologist,Switcher,72,2.06,4.156666666666666,Priority B,Appropriately-covered,36,Advay Contractor
709,Teerth Sawhney,Delhi,GP,Switcher,67,2.39,-3.678333333333333,Priority B,Appropriately-covered,4,Ayushman Chander
710,Pushti Mody,Delhi,GP,Competitor_Loyal,65,1.78,-12.266,Priority B,Appropriately-covered,4,Ayushman Chander
711,Jagrati Sethi,Kolkata,GP,Switcher,17,1.0,61.913,Priority C,Appropriately-covered,73,Niharika Sunder
712,Nirja Bains,Kolkata,Cardiologist,Brand_Loyal,92,2.28,3.7927272727272734,Priority B,Appropriately-covered,70,Faqid Savant
713,Ranveer Oza,Hyderabad,GP,Switcher,55,2.61,6.112222222222222,Priority D,Appropriately-covered,58,Ekavir Varkey
714,Bhavna Karan,Delhi,Cardiologist,Brand_Loyal,75,1.83,0.4158333333333335,Priority B,Under-covered,1,Aryan Maharaj
715,Jalsa Nadig,Chennai,Diabetologist,Switcher,83,2.28,8.549,Priority B,Appropriately-covered,51,Devika Rastogi
716,Unnati Chaudhari,Bangalore,Cardiologist,Competitor_Loyal,77,1.83,24.175,Priority A,Under-covered,34,Devansh Rajan
717,Yasti Dutta,Mumbai,GP,Competitor_Loyal,63,2.33,5.230769230769231,Priority B,Appropriately-covered,90,Diya Bora
718,Riya Sathe,Delhi,Diabetologist,Competitor_Loyal,79,2.06,6.425833333333333,Priority B,Appropriately-covered,8,Nathaniel Sami
719,Rachita Thakkar,Chandigarh,Cardiologist,Switcher,60,7.39,0.7200000000000001,Priority B,Appropriately-covered,32,Gavin Batta
720,Dipta Nadig,Patna,Cardiologist,Brand_Loyal,61,3.5,4.6075,Priority B,Appropriately-covered,81,Vansha Thakkar
721,Qushi Gill,Lucknow,Diabetologist,Switcher,57,4.5,13.05125,Priority D,Appropriately-covered,20,Isha Kadakia
722,Ronith Chokshi,Indore,Diabetologist,Brand_Loyal,38,4.17,3.8325,Priority D,Over-covered,119,Udant Bajwa
723,Zashil Hegde,Chandigarh,GP,Switcher,29,10.83,1.7,Priority D,Over-covered,30,Priya Rastogi
724,Maya Dugar,Mumbai,Cardiologist,Brand_Loyal,62,2.39,-6.5284615384615385,Priority B,Appropriately-covered,95,Nakul Sarma
725,Qarin Tara,Kolkata,Diabetologist,Switcher,26,1.56,-5.819999999999999,Priority D,Appropriately-covered,72,Girik Khalsa
726,Nilima Tata,Bangalore,Cardiologist,Switcher,61,1.72,11.340909090909092,Priority B,Appropriately-covered,41,Yashica Issac
727,Kiaan Shetty,Delhi,Diabetologist,Competitor_Loyal,67,2.11,13.963333333333331,Priority B,Appropriately-covered,8,Nathaniel Sami
728,Bakhshi Thakkar,Hyderabad,Cardiologist,Competitor_Loyal,46,2.22,-18.40222222222222,Priority D,Appropriately-covered,56,Ekavir Bhargava
729,Om Shankar,Chennai,Cardiologist,Switcher,50,1.78,2.352222222222222,Priority D,Appropriately-covered,54,Devansh Nigam
730,Chakrika Som,Ahmedabad,Diabetologist,Switcher,50,2.67,3.9557142857142855,Priority D,Appropriately-covered,116,Lavanya Barad
731,Chakradev Barad,Delhi,GP,Switcher,20,1.44,149.35399999999998,Priority C,Appropriately-covered,4,Ayushman Chander
732,Mekhala Jani,Kolkata,Diabetologist,Brand_Loyal,99,3.56,1.3954545454545455,Priority B,Appropriately-covered,76,Madhavi Lanka
733,Kai Chad,Lucknow,Diabetologist,Switcher,49,4.44,3.99125,Priority D,Appropriately-covered,15,Janaki Handa
734,Chanakya Konda,Bangalore,GP,Switcher,73,2.22,19.216363636363635,Priority A,Appropriately-covered,35,Upadhriti Wadhwa
735,Nitara Vala,Kolkata,Diabetologist,Switcher,61,2.67,2.28,Priority B,Appropriately-covered,71,Chandresh Zachariah
736,Jasmit Nanda,Chennai,Diabetologist,Switcher,43,1.11,18.2175,Priority C,Appropriately-covered,54,Devansh Nigam
737,Girish Bath,Hyderabad,Diabetologist,Brand_Loyal,52,1.89,-16.94222222222222,Priority D,Appropriately-covered,56,Ekavir Bhargava
738,Diya Sangha,Kolkata,Cardiologist,Competitor_Loyal,78,2.56,8.725454545454545,Priority B,Appropriately-covered,71,Chandresh Zachariah
739,Jhalak Sastry,Lucknow,Cardiologist,Competitor_Loyal,54,4.78,0.2737500000000001,Priority D,Appropriately-covered,16,Chakradev Kari
740,Xiti Pal,Bangalore,Cardiologist,Switcher,35,1.44,1.786,Priority D,Appropriately-covered,43,Ekiya Suresh
741,Jairaj Balakrishnan,Delhi,Cardiologist,Competitor_Loyal,48,2.33,33.903333333333336,Priority C,Appropriately-covered,8,Nathaniel Sami
742,Adya Bose,Kolkata,GP,Brand_Loyal,83,2.22,-3.452727272727273,Priority B,Appropriately-covered,70,Faqid Savant
743,Indrajit Mani,Jaipur,Cardiologist,Brand_Loyal,56,4.11,1.9742857142857144,Priority D,Appropriately-covered,21,Ekbal Garg
744,Simon Pant,Delhi,Cardiologist,Competitor_Loyal,60,1.67,1.5581818181818183,Priority B,Appropriately-covered,7,Saumya Mall
745,Vinaya Kanda,Delhi,Diabetologist,Brand_Loyal,77,2.28,-6.322727272727272,Priority B,Appropriately-covered,7,Saumya Mall
746,Manthan Varma,Bangalore,Cardiologist,Brand_Loyal,70,2.11,-2.3545454545454545,Priority B,Appropriately-covered,39,Aarush Lall
747,Rayaan Trivedi,Delhi,Cardiologist,Competitor_Loyal,52,1.78,20.74909090909091,Priority C,Appropriately-covered,8,Nathaniel Sami
748,Jatin Rajagopalan,Chennai,Cardiologist,Competitor_Loyal,61,2.06,5.5009999999999994,Priority B,Appropriately-covered,45,Wriddhish Bhardwaj
749,Adya Khalsa,Kolkata,GP,Brand_Loyal,77,2.28,0.979090909090909,Priority B,Appropriately-covered,75,Nitesh Raghavan
750,Tarak Sen,Kolkata,Cardiologist,Switcher,45,2.06,-8.312,Priority D,Appropriately-covered,77,Bhavika Sampath
751,Radha Nair,Bhubaneswar,Cardiologist,Brand_Loyal,57,6.33,1.9225,Priority D,Appropriately-covered,88,William Lanka
752,Rachana Mahajan,Pune,Cardiologist,Competitor_Loyal,58,3.11,14.2575,Priority D,Appropriately-covered,107,Kala Divan
753,Zashil Sehgal,Pune,Diabetologist,Switcher,56,2.56,16.915,Priority C,Appropriately-covered,107,Kala Divan
754,Odika Narayanan,Bangalore,GP,Brand_Loyal,87,1.5,2.8299999999999996,Priority B,Under-covered,44,Isaac Patil
755,Bimala Jain,Pune,Diabetologist,Competitor_Loyal,47,2.39,-8.908750000000001,Priority D,Appropriately-covered,102,Pallavi Malhotra
756,Kavya Sankar,Delhi,Cardiologist,Competitor_Loyal,90,2.11,-6.9363636363636365,Priority B,Appropriately-covered,4,Ayushman Chander
757,Sanya Brar,Patna,GP,Switcher,63,2.72,2.9450000000000003,Priority B,Appropriately-covered,83,Quincy Biswas
758,Max Narayan,Pune,Diabetologist,Competitor_Loyal,24,1.39,-23.89875,Priority D,Appropriately-covered,107,Kala Divan
759,Jagdish Chadha,Pune,Diabetologist,Brand_Loyal,68,3.17,5.19,Priority B,Appropriately-covered,107,Kala Divan
760,Qarin Kulkarni,Pune,GP,Switcher,56,3.06,5.48125,Priority D,Appropriately-covered,105,Prisha Andra
761,Ranveer Oak,Mumbai,GP,Brand_Loyal,92,2.11,5.555384615384615,Priority B,Appropriately-covered,97,Krish Lalla
762,Timothy Kanda,Bangalore,Diabetologist,Brand_Loyal,58,1.5,0.054,Priority D,Appropriately-covered,34,Devansh Rajan
763,Bhavani Chacko,Lucknow,Diabetologist,Brand_Loyal,86,4.78,2.97,Priority B,Appropriately-covered,16,Chakradev Kari
764,Azaan Nori,Mumbai,Diabetologist,Competitor_Loyal,51,2.5,0.3266666666666668,Priority D,Appropriately-covered,91,Tara Chaudhry
765,Veda Sankar,Ahmedabad,GP,Switcher,50,2.72,1.6242857142857143,Priority D,Appropriately-covered,113,Nitara Bakshi
766,Oni Kapur,Chennai,GP,Switcher,41,1.61,46.011,Priority C,Appropriately-covered,54,Devansh Nigam
767,Rehaan Manda,Indore,Cardiologist,Brand_Loyal,63,6.06,0.41,Priority B,Appropriately-covered,119,Udant Bajwa
768,Michael Bedi,Mumbai,Diabetologist,Competitor_Loyal,73,2.17,-0.5233333333333334,Priority B,Appropriately-covered,97,Krish Lalla
769,Falan Bava,Bangalore,GP,Switcher,79,2.11,6.620909090909089,Priority B,Appropriately-covered,44,Isaac Patil
770,Chakrika Dyal,Hyderabad,Diabetologist,Competitor_Loyal,69,3.28,-1.6055555555555558,Priority B,Appropriately-covered,60,Kevin Solanki
771,Hritik Swaminathan,Delhi,Diabetologist,Brand_Loyal,50,2.5,-5.0075,Priority D,Appropriately-covered,7,Saumya Mall
772,Wahab Saxena,Pune,Diabetologist,Competitor_Loyal,34,1.83,34.196250000000006,Priority C,Appropriately-covered,107,Kala Divan
773,Ojas Chowdhury,Kochi,Cardiologist,Switcher,25,4.44,5.733333333333333,Priority D,Over-covered,68,Logan Sami
774,Gayathri Butala,Mumbai,GP,Switcher,74,1.61,-9.194,Priority B,Under-covered,94,Yash Pingle
775,Yashica Rajagopalan,Lucknow,Diabetologist,Competitor_Loyal,48,4.5,10.3075,Priority D,Appropriately-covered,14,Kritika Brar
776,Chasmum Subramanian,Chandigarh,Diabetologist,Switcher,64,9.89,3.873333333333333,Priority B,Appropriately-covered,32,Gavin Batta
777,Nicholas Chaudry,Ahmedabad,GP,Competitor_Loyal,31,2.67,38.50428571428571,Priority C,Appropriately-covered,112,Warjas Gaba
778,Riya Dhingra,Mumbai,GP,Competitor_Loyal,60,2.11,12.927692307692308,Priority B,Appropriately-covered,92,Tanay Toor
779,Indira Tripathi,Lucknow,Diabetologist,Competitor_Loyal,34,3.28,-7.5,Priority D,Over-covered,16,Chakradev Kari
780,Yadavi Ganguly,Chandigarh,Diabetologist,Brand_Loyal,59,8.28,0.6566666666666666,Priority D,Appropriately-covered,32,Gavin Batta
781,Qushi Deshpande,Bangalore,Diabetologist,Competitor_Loyal,60,1.67,6.461818181818183,Priority B,Appropriately-covered,35,Upadhriti Wadhwa
782,Lila Prakash,Jaipur,Cardiologist,Brand_Loyal,59,4.89,2.824285714285714,Priority D,Appropriately-covered,26,Dominic Kakar
783,Odika Mital,Bangalore,Diabetologist,Switcher,71,1.83,7.511818181818182,Priority B,Appropriately-covered,35,Upadhriti Wadhwa
784,Jacob Deep,Mumbai,GP,Switcher,61,1.83,4.1472727272727266,Priority B,Appropriately-covered,101,Zayan Behl
785,Pranit Garde,Delhi,Cardiologist,Competitor_Loyal,76,2.0,17.86727272727273,Priority A,Appropriately-covered,3,Gagan Sami
786,Upkaar Hayer,Kolkata,GP,Switcher,76,2.89,2.5281818181818183,Priority B,Appropriately-covered,75,Nitesh Raghavan
787,Victor Kakar,Bangalore,GP,Competitor_Loyal,63,2.94,4.225454545454546,Priority B,Appropriately-covered,42,Kashvi Edwin
788,Gabriel Shan,Chennai,GP,Competitor_Loyal,55,2.06,-0.414,Priority D,Appropriately-covered,54,Devansh Nigam
789,Jagvi Desai,Kolkata,Diabetologist,Switcher,31,1.67,14.691818181818183,Priority D,Appropriately-covered,70,Faqid Savant
790,Ladli Chaudhuri,Kolkata,Diabetologist,Competitor_Loyal,56,2.72,-9.304545454545456,Priority D,Appropriately-covered,72,Girik Khalsa
791,Yashawini Raghavan,Mumbai,Cardiologist,Competitor_Loyal,69,1.61,4.388461538461539,Priority B,Appropriately-covered,97,Krish Lalla
792,Varenya Chaudhari,Pune,Cardiologist,Switcher,29,2.39,0.8462500000000004,Priority D,Appropriately-covered,107,Kala Divan
793,Vritti Dube,Hyderabad,GP,Switcher,55,2.28,10.113333333333332,Priority D,Appropriately-covered,59,Arya Sunder
794,Tanvi Thaman,Kochi,Cardiologist,Switcher,36,5.22,5.928333333333335,Priority D,Over-covered,66,Ikbal Kothari
795,Farhan Randhawa,Lucknow,Diabetologist,Switcher,49,4.17,8.504999999999999,Priority D,Appropriately-covered,18,Lajita Mall
796,Upkaar Grewal,Mumbai,Cardiologist,Brand_Loyal,74,2.61,-1.0809090909090913,Priority B,Appropriately-covered,97,Krish Lalla
797,Yamini Seshadri,Bangalore,Cardiologist,Switcher,74,2.33,4.543636363636363,Priority B,Appropriately-covered,40,Yashica Cherian
798,Ishani Dugal,Kolkata,Cardiologist,Brand_Loyal,38,1.39,3.767272727272727,Priority D,Appropriately-covered,79,Teerth Bhardwaj
799,Frederick Mody,Kolkata,Diabetologist,Switcher,54,2.28,8.12,Priority D,Appropriately-covered,79,Teerth Bhardwaj
800,Balhaar Memon,Jaipur,Diabetologist,Competitor_Loyal,35,4.11,11.248571428571427,Priority D,Over-covered,27,Simon Tata
801,Nihal Taneja,Chennai,Diabetologist,Switcher,90,3.22,-0.0149999999999998,Priority B,Appropriately-covered,48,Kabir Soman
802,Hamsini Chokshi,Kochi,Cardiologist,Brand_Loyal,33,5.67,3.68,Priority D,Over-covered,69,Arya Shere
803,Harini Gour,Delhi,GP,Brand_Loyal,61,1.83,-0.0891666666666669,Priority B,Appropriately-covered,7,Saumya Mall
804,Jeet Sidhu,Delhi,GP,Competitor_Loyal,39,1.39,36.72375,Priority C,Appropriately-covered,8,Nathaniel Sami
